0;815122;459632;767713;808185;873931;946356;348856;1054797;998936;676714;687000;368421;830574;280296;515070;132899;492168;1122923;970745;229706;212023;660619;306640;911350;1071359;987299;272052;408405;791188;579320
1;801444;445763;757540;801588;863027;934966;336586;1046316;984742;663906;674460;359942;817409;268621;503341;125440;479635;1117155;960616;220069;203132;646581;298333;898971;1062713;976906;257444;399851;780433;565641
2;792649;437088;743825;787699;849430;925047;329843;1032620;975914;650220;665682;347804;803766;258785;493444;117254;467871;1109451;951395;210288;192603;634852;286343;887902;1048237;964738;247696;388363;768077;554567
3;783679;425347;737003;777987;837998;911300;319566;1020104;962856;640721;653550;338048;793295;245641;481828;108547;455753;1099738;940251;199701;178008;627704;275435;879868;1038177;955030;236178;377852;755793;541567
4;776144;413569;723607;766496;829246;903684;306516;1010750;952053;627202;642738;325228;781608;233930;471447;96978;444554;1088250;928766;185612;170557;615872;262316;864971;1027398;943541;225646;367798;744653;531305
5;763828;403873;717161;754857;818681;893102;292229;998484;938659;616704;631119;313815;767875;219190;463300;84731;432093;1075389;916370;174795;157601;602896;250547;857005;1015379;932008;215559;360112;732989;522240
6;753331;392423;704416;743556;807423;882361;282570;986129;927095;604832;621587;302066;752233;210535;451024;72921;413718;1060592;908135;164207;149624;591032;239089;845923;1003662;917556;204025;349719;724055;511495
7;741796;380278;696012;733553;797314;865794;269822;980336;916225;593505;612076;289372;741480;199306;439740;64349;407621;1050878;892659;150507;140539;579604;229145;835742;992067;909375;193347;333860;714103;499883
8;731982;367026;682548;720511;775399;854912;258904;970263;905994;581890;599443;274322;731713;189444;426310;54067;392396;1041022;887520;141310;124846;571168;218884;826915;979586;897421;181341;324354;697527;487495
9;720760;357680;669502;708042;777413;846111;246969;959645;895816;568266;587650;265343;720063;174675;414688;44529;384372;1025971;876614;130838;113429;558394;206827;813785;968073;885974;168273;307281;687560;477895
10;710229;343939;657742;699042;761816;836109;239325;949137;885930;554869;579223;251649;708090;162024;403284;33971;374098;1013258;866294;121174;102218;546574;194218;799835;960442;873095;152918;295576;675041;467955
11;696989;330728;645356;691380;750600;825179;229885;936241;875444;543413;566542;240784;694968;151068;391914;24440;359922;1002481;854973;110780;91999;535242;181852;788218;949281;865705;143876;285989;666237;457403
12;684705;322730;632660;679489;739286;812523;217456;924100;863585;534357;556649;228463;682313;135419;379261;10473;347526;991448;843920;95082;80743;519464;169872;778360;918707;850465;130789;276808;656631;447798
13;671859;309693;621452;668746;727600;800928;204697;913826;857146;521359;545592;218721;667826;125624;370433;1133704;335798;980098;833333;87252;71363;515637;159747;766832;926493;838610;123642;263944;642716;434724
