0;642369;850136;1184832;116343;1232515;358067;867802;103267;780030;1026612;1068716;962487;568216;1129073;1009239;1175425;787068;506793;205455;1357163;466827;1197127;1283084;979395;634119;1236374;1032400;1156429;1186083;722749
1;945672;817030;740978;705333;637623;1154463;996803;1154103;412248;683080;367758;555584;738025;764679;836614;1271158;884952;1182844;652484;1329702;828202;1418375;1107628;625067;1270126;234870;263112;615594;845134;1122186
2;991429;969988;619723;688782;740677;1311978;809900;1297986;481907;710805;255600;588513;1001753;613242;650862;1226090;789177;1177407;534016;1369762;959030;1336707;1311907;580944;1241613;195331;62586;777617;917026;1041409
3;968559;408853;781505;985198;918281;895572;546516;1087997;175452;1023279;1110635;764041;702127;1075446;1230639;369565;1135183;1267959;1095388;363924;578675;805062;1005043;469241;1366528;556960;1419808;1328647;983768;705842
4;949300;296881;847917;992113;815777;671211;642039;1049293;172678;1054869;1009669;942920;876016;906172;1154911;362480;1050699;1217849;1254730;125099;580890;495895;1044478;540864;1017388;507256;972094;1351156;927600;676716
5;754934;641754;1308280;900465;800295;623520;717902;1119744;851218;1135627;1285529;675934;741099;1258200;1018855;1257950;806926;627791;887163;785475;941931;911796;1108704;1402781;990954;1225900;1281840;741058;808788;1329053
6;921197;508779;1300792;950740;961842;641724;629419;1254855;766629;1248060;1338045;925692;798213;1336302;1195903;1366602;799734;538708;842213;972165;1004384;1082491;1018502;1168386;966105;1122160;1124682;641130;1088287;1074850
7;860544;944329;847268;974473;903514;751354;872519;29300;1017385;1096038;1024596;959771;1166617;233993;809819;1205516;1292870;818868;479593;611853;184205;807579;373729;449959;1312946;1130670;617424;1142289;681336;995994
8;860221;1008190;1061862;997935;899182;506067;685230;14150;1168613;1021637;924310;983717;1146037;307821;633172;1133692;1326379;1032156;315102;557679;242666;709710;339250;446455;1180137;1185114;635727;1209842;720845;780806
9;1204722;791355;1386912;1287437;1129370;710472;511941;1208989;774501;864601;1182427;858427;1150199;1050037;1320483;1074738;1266334;595043;911349;1361850;603016;667014;922150;839585;342369;951349;900486;1310140;996133;575161
10;1255042;672599;1252860;1246890;1143511;529232;412544;1228688;737631;886067;1106474;994321;1092229;1454196;1249038;1273954;1135904;518311;1015971;1083213;702058;619792;934739;762828;357213;949900;760651;1176315;1142612;614853
11;1250612;905074;815266;214765;1103818;377939;932892;929913;661772;950386;457685;1150843;1337948;578369;1250583;1115366;793581;1010418;1114270;202167;1353844;1262748;1112593;1113559;1100422;872220;1167912;637198;854253;1059373
12;974428;965726;776970;216490;803554;485041;779291;1165409;654852;1187495;485934;1291376;1193183;834771;1202042;1131189;586830;1062227;940414;218652;1085988;1483112;1132813;1073932;767011;820742;1192986;903130;948892;1117000
13;980732;982553;1144164;458001;1164292;639225;376689;1204631;1180537;1231347;746226;1110124;1005061;879763;449457;459442;1021305;1217674;1061230;1370188;275839;326247;1036661;967113;437010;1221077;928880;851769;1294208;1076192
14;1179690;1000879;1135674;570945;974040;1160232;214028;1211420;1279745;1366067;698999;984216;1123386;811678;536317;508391;888692;1198947;1143706;1323830;510724;442844;1021363;1082035;351639;1411183;1280503;573723;1146422;908554
15;771105;1090801;1098460;953019;1030369;1197062;989245;695873;1358883;581435;1313983;236841;1240737;703873;884020;715500;734026;649664;1341110;1052418;1242460;756658;1159184;880524;1173526;1004431;920119;1059684;1141652;1188224
16;806984;1075527;1055008;1114549;1055148;1217598;1129381;910600;1204402;613431;1168863;16501;1260871;537076;1027907;529131;1074163;626211;1268216;1057529;1185017;753947;1239424;1061451;1011364;1047090;1206011;1291045;1286420;1375492
17;1255033;672001;651786;1119695;746657;927168;383529;830546;785813;1061579;1076162;200288;996023;424689;644666;372274;610071;1073015;893469;563722;806392;1245551;1231296;645949;671379;531627;1191745;790538;1418894;865999
18;1337837;603459;621524;1181088;998444;882981;255060;899064;695847;1101133;1228072;86311;1285898;515435;649353;404339;522171;861746;929340;571957;766090;1253952;1332853;625527;879129;567920;951091;725264;1243003;966908
19;629579;351757;927494;786541;171451;354270;909037;921000;1063827;749648;1138202;1102405;721247;1208780;502912;646216;820767;721179;1169485;778595;271724;869717;1044251;984356;412743;703201;608454;739517;842876;1106751
20;739886;162004;557634;749861;188190;538579;822988;889154;1115331;930187;1149041;991051;601987;1144037;566030;762527;717692;915545;1412736;658084;421289;791256;1286435;982412;627699;738804;876320;1040586;964937;1054724
21;1239092;869191;1074072;1274791;807065;284341;925794;815571;1136063;917571;636864;1066701;531186;1106964;701692;793058;74535;1089563;71347;1139882;1193968;1197413;772054;1327212;894212;1131139;989784;874006;947090;184712
22;1053245;1118062;1159849;1298382;893660;534837;1098963;924333;1271525;796923;612785;1254474;398596;1097055;637872;854830;233783;1298234;114115;1061969;1313260;1163853;641750;1476618;1018007;1165766;689202;1233156;993729;352068
23;945035;882565;1129406;1054839;1428221;1078251;1071418;1158259;900834;906741;1264723;735484;19154;73408;1229527;1048809;923493;676373;971682;1244520;185804;288665;759162;1310130;1113364;755115;1223617;931792;1081785;508165
24;1293561;656018;1273775;1055145;1396595;1033540;952574;1266080;981264;1059143;1050854;927522;88661;345359;1090747;989230;860344;706424;883065;1038532;276679;303078;1004004;1259559;818697;690074;1096742;1146196;1150060;555067
25;97715;1037884;867192;457792;237473;996167;840238;1184055;1017446;1056041;563928;606871;1460014;1282565;995918;566001;1081206;589514;1494258;389454;761729;1126332;177255;1363177;414391;1120269;672525;320810;1170955;576787
26;78294;912001;1032986;603204;370721;831956;816987;1306850;1135717;1116835;520604;751168;1278799;1042081;933680;543777;1185247;565054;1201104;312720;611717;1382751;180988;1194728;586763;1010884;543591;171938;1094529;83483
27;821900;899799;926874;258331;945975;1192154;480949;939488;1314488;639970;620162;1170075;422174;1253519;44904;773404;612239;1144183;947126;971060;987029;1016790;811597;312234;1197941;1403592;486481;677912;1190493;310412
28;889697;857603;878558;353720;1037323;1240437;492178;1248089;1398634;681060;603973;1070733;466249;1365082;46612;723957;705545;1220760;938255;995823;924376;910724;687182;245330;1315003;1351786;304827;774196;1406068;185162
29;90304;1353879;760495;952995;969541;743147;748968;955920;948279;332950;1256738;648194;284946;1135541;1042817;508357;365394;926815;1173002;1301447;628698;1072989;831107;988164;718418;432005;437377;857758;1145859;1453318
30;86312;1426898;630192;819770;1008120;656323;906555;823789;1035482;225544;1255998;353929;473876;1061788;1090338;436997;354697;825877;1231288;1437700;546606;1128243;554835;1140249;682830;828116;519890;677827;1069206;1312175
31;1099762;294661;522247;1016551;1139696;736579;428332;986419;794114;1180391;1169599;988893;1091686;969687;1186862;1106262;855645;565588;417573;832626;1183450;536994;1098952;1055217;1043380;593689;949975;321997;804683;844318
32;1067633;257979;527869;1209162;1423490;600742;468755;1303337;978150;1056255;1008169;1104519;1226319;1154478;1256768;1064593;874893;1019364;567315;992196;1142482;421560;938582;1198529;700836;550140;1228460;407828;588535;842876
33;1153821;813999;276611;1276065;904129;900255;702867;430825;1075510;1322388;929423;181717;265023;1095783;429003;469600;1058573;825990;901866;508665;761644;817407;163924;974707;977107;1486475;1058334;1054496;1149413;732698
34;1177390;702535;257130;1161151;1053670;790454;557016;374975;876773;1260222;877876;187612;385134;1083949;469552;566296;1078215;725291;1001970;708126;753644;888254;201784;901470;1030164;1278474;1233898;932862;1131160;831190
35;623992;1411581;854898;452818;1261735;584922;321593;1081546;582401;480389;1069579;293904;907396;1119838;1247205;1132539;819587;935710;725106;121104;1184345;405478;1079533;1141286;1261124;784549;546172;673292;1127691;612770
36;698045;1301176;1108911;755541;1284440;877209;229686;927595;543845;338371;1048988;413323;808029;1027519;1097423;1089296;816503;904446;631257;150122;997865;656740;1118699;1049914;1268707;1041693;442446;601093;813762;582437
37;1202516;1006567;733959;750866;963331;231673;910578;451670;895651;1174502;552471;586655;1326634;1210379;1068203;1170907;716942;281369;910912;1309810;944322;975541;1014496;678856;202737;788569;1164730;320466;1275763;103998
38;1329135;1104469;834101;744705;908039;266575;946027;427029;814629;1006350;363967;611753;1291725;1409107;1036389;1274777;738817;519653;1312435;1105666;842756;993064;1156057;772816;337506;1125462;1131306;471598;1198492;248145
39;1189870;1356646;335386;322877;1377246;1139343;940084;1338861;1029424;1053891;960425;924426;752646;1206131;1054459;1136599;322465;837792;443073;229797;311250;1036205;700876;596371;1048214;1289325;361998;977744;966858;878263
40;1311447;1331795;347489;388640;1208779;1124733;1099146;1340996;1048078;993268;1014730;1102142;868500;1156316;886606;1079418;469235;970622;603412;232819;525151;1125008;880485;689335;1084594;1040277;28329;874444;1006424;903795
41;1237297;1329796;359073;1360446;1179990;1159576;1003373;1366624;425071;1186914;1048494;835439;588359;690269;1107914;1137437;1333673;1167010;732660;618467;1048434;471753;1165966;1023741;923365;507661;1010263;1154088;508207;996245
42;1408832;1317304;360237;1279457;1194416;1206552;918137;1317030;690324;1191301;951800;736214;691763;481620;975511;1082878;1275216;1011673;793027;746465;924328;438818;1350166;894975;866048;721996;732122;1326160;544205;1199344
43;195075;1196263;1169883;439566;1028365;1020289;1146906;756335;1137701;800739;1060782;564642;962811;1076135;1004662;72179;1037225;901009;1059802;979526;1212629;579560;554200;626907;1085959;103307;921608;981400;569567;973236
44;154961;1294553;1091238;263508;1225880;992246;1196532;894134;912077;878315;1040059;368021;1198987;989841;908526;72764;1215406;1131286;1079966;922461;1094639;762778;634116;699720;948780;151533;1043913;879680;665869;878509
45;1250543;261418;1126414;1057128;499812;899748;527768;918178;1153963;1244005;1067075;931767;1481132;373010;630394;999102;930826;1219246;1144136;1099890;1502154;1153415;1029833;977193;1247299;1292989;343050;991737;1067605;1293404
46;1164407;215348;1267688;1039118;392478;1097288;668792;812931;1231296;971351;972928;779950;1370416;430536;570438;965151;965271;1270340;1156623;1171051;1265472;933139;1182869;958353;1063288;1330157;134774;932126;1219229;1182846
47;1163934;1162055;372349;910577;1054470;791385;689672;1181177;1053492;1338003;1138339;871216;1094810;1140732;995257;1378653;1041095;880507;905184;1158358;899778;508936;1398404;606406;1236773;931629;324713;1116295;1086844;1067031
48;1108577;1211256;468317;804764;933339;1000774;750728;1132649;860260;1195001;1087534;857261;1181888;1410492;834917;1138417;933947;970813;805421;1012855;1094116;457439;1311909;727450;1218509;929244;332287;969452;1010648;1064543
