0;8280;12034;7883;15079;13473;9561;7319;11793;5940;9829;10153;10158;12816;7471;13708;7704;11522;9635;10824;9484;13023;14004;13376;10401;14374;14047;11871;7906;8079;9778
1;1118560;1135364;1123583;1111803;1151600;1140580;1132790;1162732;1134499;1154316;1141567;1093166;1116878;1144072;1132150;1128804;1120127;1145119;1131707;1137277;1184932;1131076;1077218;1098708;1127046;1148501;1121829;1140126;1167168;1136725
2;1122843;1134957;1123480;1112801;1155368;1142285;1130539;1162630;1136156;1152102;1140328;1093525;1117034;1144782;1129270;1128706;1120531;1141818;1137401;1137775;1184884;1133740;1081464;1099225;1125635;1150050;1124526;1137664;1166691;1135233
3;1110701;1125559;1113945;1103871;1144815;1132620;1112783;1150288;1126493;1139443;1129155;1085755;1108244;1136017;1120111;1119805;1112966;1132083;1126000;1129268;1175057;1126135;1074977;1089570;1118238;1137634;1116992;1127515;1158121;1122401
4;1104953;1117730;1108511;1096109;1136519;1124381;1107286;1142239;1121508;1131003;1125298;1078651;1101503;1125369;1113666;1108252;1104685;1123693;1118889;1121319;1170037;1117583;1070607;1083922;1110727;1130664;1106627;1118411;1151393;1114124
5;1094308;1109053;1099411;1087191;1126230;1114528;1100965;1131285;1109658;1121700;1115661;1067878;1091597;1119098;1105004;1103136;1095632;1115540;1105957;1112170;1159725;1107875;1062355;1071487;1102808;1121681;1099695;1111039;1140278;1103606
6;1082278;1097487;1087717;1076346;1118381;1104585;1087305;1124977;1101706;1113605;1105012;1059805;1080966;1108529;1093802;1092690;1084862;1105621;1100659;1103732;1146884;1097344;1054872;1062226;1091962;1112395;1089001;1100747;1124455;1091715
7;1072692;1088317;1075593;1063667;1106629;1093158;1077005;1113560;1089742;1098453;1092401;1044811;1072822;1096123;1079443;1081904;1074631;1092546;1089584;1094602;1135417;1087566;1040692;1051197;1080540;1100855;1080949;1089381;1118662;1082143
8;1062582;1077137;1061698;1050554;1096011;1083299;1066484;1103416;1080550;1084633;1082544;1035642;1059546;1084953;1071706;1068137;1064309;1082109;1078879;1078176;1125915;1078431;1030991;1038804;1069523;1092601;1067743;1077995;1109523;1071161
9;1049176;1066449;1046261;1038665;1085757;1071986;1054678;1089805;1068859;1075804;1070079;1024939;1048037;1074646;1061277;1060536;1055251;1071626;1069923;1067873;1115728;1067628;1019930;1026185;1059226;1050812;1057926;1064982;1096917;1060474
10;1039380;1055711;1036247;1032685;1074285;1060589;1040512;1079742;1057719;1063231;1058948;1012621;1036153;1062828;1048314;1047403;1042626;1064289;1057145;1058140;1104822;1057661;1010229;1015368;1047401;1070774;1048084;1054999;1087141;1047418
11;1027040;1045613;1026189;1020019;1060761;1050130;1029746;1068999;1046074;1044815;1048126;1002254;1027650;1049193;1040397;1036313;1034017;1050576;1047040;1047572;1093354;1044992;1000216;1005550;1037085;1058978;1038687;1043999;1076059;1036953
12;1016922;1035465;1014686;1009255;1047622;1035548;1018587;1059783;1034163;1007692;1033474;990686;1014674;1036524;1030268;1023586;1022621;1039611;1033754;1033901;1082701;1035021;991736;992200;1025361;1044868;1024302;1031806;1064836;1025363
