0;9309;10183;9748;7463;9665;12634;11533;8420;12545;12507;9804;12584;11083;11474;9681;10381;9430;7446;9872;10420;10776;11402;11215;9687;11110;12519;11075;10900;9319;12181
1;91965;91172;94192;91385;93343;92485;97842;88971;88371;87907;88746;89996;105882;107868;97877;98779;87130;94112;103968;98661;88857;92751;90105;78399;92980;94964;91185;89396;90583;93068
2;92415;90196;93455;91565;93528;93399;97781;88276;87442;88205;87885;88411;103528;108744;97037;97580;88517;95785;102018;99282;87887;90814;88662;76826;90202;90983;92174;87549;91416;91926
3;81214;79170;82155;81516;81487;81496;85416;78634;77251;77336;79665;78757;91704;94457;84494;85212;76342;80747;89008;87707;79531;80827;81710;71056;82780;80579;80350;80302;80445;82001
4;72227;69975;75366;74462;72312;73725;76202;71220;69854;68332;72116;73090;83783;85658;75285;76284;68811;74090;81425;80367;73416;72952;74286;65547;76304;74087;73878;73224;74151;73546
5;58338;61236;64423;66673;62798;64203;66059;62017;62632;61221;61178;63925;69844;69856;62282;65934;57466;64564;69368;69900;63825;65938;64844;56618;64957;65148;62312;63945;64980;63644
6;50010;51598;54801;55367;52303;54508;52766;49865;51811;51529;50417;52347;57248;63231;52660;52172;47881;53264;56817;60770;54272;56262;55799;46486;54099;57031;53320;52324;55122;55745
7;38749;43635;41317;45541;39990;43123;44094;39469;43606;41563;39762;39002;47131;44280;43701;40934;41482;41728;46230;46122;39747;45220;45032;36978;44727;46030;42758;43286;44683;44645
8;29115;32397;31030;30545;30606;35508;33887;30022;34086;30153;29266;31285;34531;36625;32059;32965;33194;32325;32802;35049;30351;34181;33632;27064;34684;34673;34846;32788;34897;34537
9;21230;20495;23119;22031;21005;25002;23383;19380;24924;19544;18051;20666;23709;23648;20311;23866;24128;21689;20455;23696;21829;22703;21551;19153;25035;26345;24460;21586;22334;23623
