0;8591;9217;11614;10926;12205;8735;9688;10446;8666;11542;10158;9293;10526;16936;11509;13447;9855;10553;10322;12293;10875;14683;13743;14405;10490;9435;11086;11257;12232;12553
1;200280;206945;208685;205608;205057;199210;205030;194649;202055;214765;205273;201210;220996;223427;206847;210224;200615;210748;206502;210238;205132;207946;210891;211593;206508;205321;210791;205676;208199;198733
2;199056;203028;208914;206695;205999;200457;203266;194463;200283;211530;204773;203587;208601;217315;205417;208056;199045;208515;205517;209845;204368;206610;209163;210030;206556;204717;209533;203134;207562;196356
3;190488;191367;197702;196290;194366;190098;194192;185103;192868;203586;195000;190735;200664;212731;195624;200796;189790;198566;196245;198721;195970;200224;199015;200230;195832;195585;201194;196155;199363;185519
4;183146;186193;189855;191260;188025;181966;182821;178671;183220;195193;187468;182921;191200;204547;188717;192612;183095;190692;187466;192618;187056;192047;190715;193014;187963;186833;194923;188105;193065;179698
5;175444;177839;179910;180822;176344;173593;173801;170068;171389;185047;176031;170573;180891;193403;178211;184105;171823;178650;177501;181814;179313;182792;181744;183707;180195;176256;182766;179137;183522;167720
6;166749;167563;168265;169709;164654;162009;163868;159384;162269;175108;163354;162398;172819;183513;167363;170777;162206;170415;168411;171181;167315;171725;170591;170981;169176;165680;173160;169365;172229;158515
7;154529;156441;159884;158752;154651;152447;151500;149978;150158;162612;153288;150710;162230;171944;155808;160710;150002;159493;157940;161898;159257;162585;160940;162221;159642;156710;163492;159825;162457;147900
8;142275;143135;148983;147845;145979;142605;141678;139627;140383;150906;144795;142798;149391;163385;146691;151840;139725;149594;145262;148215;146867;150456;149325;151011;146091;147965;151405;148708;150639;136953
9;132425;134185;135608;134254;135625;132071;130854;129622;127579;138899;134140;130382;138196;150555;136414;140053;128924;139309;136877;134913;136293;140669;137077;139329;138651;134208;139330;135899;139888;127846
10;121486;122279;124425;123600;123611;120691;121784;120614;118356;127693;123370;117044;127150;138659;122881;127852;117753;127770;126788;126531;123836;128298;125706;126598;127044;122239;128359;122363;127979;117520
11;111799;110761;114054;114643;116688;112368;109900;109922;110660;116732;114928;105365;114567;125459;112704;118425;107356;115170;114484;116223;112921;115548;114335;114580;114320;108850;116666;111203;117299;106382
12;97963;98459;103686;104511;105359;101445;97480;98870;101319;106084;100781;93832;101902;114710;100289;104532;97308;103919;100343;103656;100442;104372;105966;103927;103508;100853;105118;100505;105257;96976
13;88114;89131;90757;91430;91464;86222;86713;86702;90637;93582;89460;84482;89261;101425;89827;91755;84691;91612;89112;91079;89754;94301;92736;90278;90166;87613;93571;90855;94129;84927
14;74190;77740;78957;80851;78587;75932;76038;76059;78659;80823;76086;74068;77480;89964;78091;82925;73311;80409;78717;80774;78546;82143;80157;81667;78871;76203;79392;77147;80920;76756
15;64939;67496;67234;69384;68760;62761;62683;64678;70397;70671;66664;67826;65008;81092;65240;69381;61017;66400;66302;67900;65108;71283;69218;69091;67972;65876;69062;65756;69317;66211
16;54833;56058;58300;59483;57835;53561;54566;52357;57634;58932;56605;52026;56793;69875;55886;61122;52201;57517;56979;56857;54818;59792;59230;58032;56753;54190;57736;56422;57172;55556
17;45626;44308;45973;46961;44044;42862;44623;43204;46550;47882;43399;37590;43498;59031;44064;50049;41472;42685;44281;45503;43950;47511;47542;47580;45685;41002;47770;44877;48266;44415
18;32283;35336;36863;34013;34724;32179;35965;33427;35805;37796;30807;29148;32977;43665;34270;38732;29512;34854;34815;34467;34348;37817;35973;35943;33219;29343;35474;35183;39825;34560
19;22499;22908;25454;23190;25132;19334;23966;23304;23556;25900;22207;18266;23509;32052;23549;26933;22034;23527;23958;24512;21933;27849;25972;27901;23161;19495;22300;25463;27446;23548
