0;10037;10984;8431;10388;10632;9523;10911;11335;13024;9772;11267;9815;11586;11446;9780;9868;8177;10191;9944;10938;7810;8143;12267;10211;7860;8317;10462;10449;11304;9295
1;555114;548243;561860;559589;552657;554237;544172;572481;570266;544020;564608;547840;533530;537326;537436;526878;540116;523496;529131;539968;532732;573365;575406;557125;525774;566713;549918;588018;568183;493953
2;554606;546840;560555;558916;552966;552621;543864;572140;571461;544773;561912;546809;531372;541345;537603;523997;540311;523913;530301;540244;530248;572320;575078;557877;522608;564380;547022;588747;566323;494153
3;546411;538663;550692;548514;546513;542973;533261;563975;561475;536064;551436;537349;523065;528433;527625;515606;531080;515662;520012;530265;522911;560001;564666;547622;504437;554974;538193;583415;558025;484462
4;536823;530765;544933;540468;538580;535314;524802;556053;554521;529843;544149;528607;515832;522694;519108;504428;521292;510125;512277;519859;511408;553334;553916;545715;503494;547422;530313;573291;550202;476780
5;530568;520519;534267;530703;526291;526356;518142;548045;542317;518845;533290;521061;506168;512484;510766;496077;511751;498469;504284;508237;502768;545816;545893;534931;493930;534913;520692;564962;537452;470219
6;515836;509674;523138;521923;517294;516879;506092;535485;531478;509831;522940;507721;498272;501822;498904;486087;503803;487634;495841;497828;492880;534033;515079;526856;480848;525944;509115;543476;527230;460577
7;505622;496204;513334;508265;508991;506032;497351;527916;518189;497864;512424;499253;487084;490381;491840;476419;491816;475698;483362;485325;482848;524441;514112;514564;470516;514267;498394;543759;515171;449372
8;493107;488909;501051;498801;497237;497029;484081;515463;507839;484460;499297;489437;475215;480036;480404;466577;481236;464253;474984;475887;468772;516494;509549;506334;461805;505260;488223;526880;506071;439232
9;482272;478549;490141;486924;483729;483350;473899;506201;495950;476266;489252;481784;463398;465554;469255;457712;470783;451547;465277;466440;457447;503812;474731;496520;450846;493160;476300;502641;493631;423104
10;470077;465224;478327;475723;471849;473909;462430;493230;486368;465588;478036;469887;455562;456651;456539;445336;460928;443005;455008;455798;442003;494047;485733;484591;431687;482309;465740;455350;482943;416989
11;461845;451550;468119;463476;458454;460712;452516;484475;470815;454745;467453;460228;440242;446642;447307;434467;450053;430913;445786;444361;435905;482771;463270;473672;426460;471888;456844;479432;473172;406236
12;447624;441564;455921;448181;446311;448274;438026;476640;460682;443113;454785;449653;430786;436787;435397;425182;436408;421030;431345;433923;423489;469828;456369;464058;417462;458702;443333;438755;459781;395272
13;437892;430210;443017;440208;434388;435653;430397;465437;446964;436762;441644;434843;420856;427624;424356;410913;424719;408042;421610;423736;411760;458776;442065;452280;408198;449980;434523;422914;449669;385473
14;422893;419800;431249;429180;421438;424779;419506;453433;438155;423493;431797;426464;408221;419669;411266;400350;413989;399500;411598;413973;399602;446580;433225;439834;395066;438316;422489;418569;436208;374029
15;409859;408302;402540;416370;408715;410492;410109;441139;424314;411689;422023;412070;395985;409468;402177;390706;404116;390526;401348;405882;390777;436684;422464;427433;387296;426572;410484;402460;423230;363988
16;397616;397674;404738;405806;398259;398926;400203;428766;393791;401459;406942;399528;387473;397732;390874;378911;391021;376742;389825;393567;380984;422363;412343;416928;377007;415582;398990;391215;411107;354401
17;383128;384120;382218;393677;386824;387600;388765;417021;382109;390107;393374;386682;374229;384230;376120;367022;375783;366545;377310;385337;369025;408812;400788;405406;367278;404805;387503;382702;390662;344781
18;373854;375966;372400;382550;376911;377478;377631;401222;368355;377470;384277;374395;365891;374246;364834;357583;366304;351971;366025;372555;359221;398105;391481;394682;353276;394984;377693;373063;384722;333227
19;362257;363554;379518;368717;365572;366831;363841;391163;361342;366066;368005;363754;353753;362620;354668;346924;354511;343053;355028;362180;349952;388273;376299;383084;336098;379065;365599;366800;374152;323992
20;352887;352239;366206;358938;353493;352635;351983;382616;353481;353154;357218;350102;339214;353608;342699;333897;345747;329433;343548;348522;340492;374202;368546;371904;331129;365418;354201;356289;362236;312838
21;340087;340019;354520;344538;343773;342561;342204;363791;342082;339402;345347;339428;327631;341612;331647;322280;333448;323285;331105;338290;328504;363042;358724;359658;317797;353119;343149;348222;347843;299511
22;327705;327270;335730;332281;330247;328944;329264;349520;329373;328098;337148;327321;319205;328831;320302;312753;320563;309239;318773;324726;318429;350095;346682;350713;306587;344185;333084;335139;338660;289482
23;318369;316174;327743;322965;318235;320476;319547;329323;321083;313162;323878;317552;307322;321689;306501;301902;307983;298614;306413;315443;307280;339356;338547;338079;295099;332600;321850;326630;327873;279253
24;306704;306778;309478;311072;310399;306809;309541;318152;299519;303542;313146;305064;295791;309148;292744;295016;299024;286406;296878;303353;296168;328186;322915;327038;277416;320624;309478;318618;313521;268365
25;294979;294850;301849;298275;299753;298103;295395;303059;290700;292511;298325;293299;282131;299325;282560;284259;285116;276462;283717;293579;282120;313360;310199;314369;267116;310157;297191;297943;303643;259649
26;283306;285456;289663;286565;287336;285824;287713;284343;282183;282746;285436;282655;268517;288099;270994;274738;275869;265634;273744;281363;272160;303511;300121;304608;263279;295739;284584;306738;289530;248118
27;271946;273119;293909;276079;272776;272199;273062;271413;270639;276475;275606;271544;258273;275584;262464;264904;264573;253452;259996;270101;262272;290453;289388;293726;252682;285177;274967;281028;275221;236769
28;259621;261512;281373;264350;261936;262623;264769;258066;261417;260331;264716;260025;249321;266461;249999;250372;252471;243021;250094;253519;251770;277877;277608;285185;235687;270314;261928;269566;263835;227996
