0;74885;85472;65321;92138;97007;85677;65996;80336;102029;81052;46588;95286;99668;73254;74574;98683;106375;91700;106562;85408;85458;74623;84964;72479;101758;101881;74437;87871;75114;77499
1;72501;86927;93265;81107;58594;72372;74961;93314;103764;82453;93068;89323;97478;89053;82598;91449;88933;108376;99992;70140;85942;88422;73386;86275;98090;108532;78267;87129;87600;81100
2;78301;86053;91445;84815;68593;83298;82509;93861;98110;86902;78770;102512;104179;82294;83034;95651;91535;105575;101763;87907;88188;97298;74768;91439;97197;106436;77493;91419;84370;79793
3;90690;81344;58753;64193;95221;95957;67667;74090;80681;92666;89820;81988;88855;90727;63103;97223;101884;97595;92258;71441;86513;80668;81976;79538;79495;106631;83281;73443;103480;74023
4;94553;83368;59296;70947;89265;93913;63084;77789;85556;92695;60933;78507;93433;79872;61042;90537;102621;99192;96518;76158;89358;80937;89931;85064;69943;102997;81755;75156;97036;74753
5;84830;80972;83001;67486;93749;91941;43832;101490;92515;85629;51836;96019;91445;64950;79640;87574;105344;111102;85859;73924;90396;91791;54394;83524;93909;87967;83241;74765;75235;84081
6;87019;86608;85880;74356;91986;93363;53874;98546;96230;86979;54540;96632;96404;56623;82101;91309;100753;98356;82638;69333;89975;98812;63495;80799;94043;95037;80010;76420;88330;89810
7;100336;80744;67204;87701;78806;79075;82378;85580;86534;87949;81522;95080;94379;66399;74129;84284;106463;89171;97981;88074;87503;66482;81710;100900;74066;91105;78455;62274;95322;74955
8;93603;79201;70712;91217;70892;84199;85626;86804;91517;93884;79198;94054;94705;67117;79619;83876;100653;83581;96883;88278;88330;64608;80962;96765;87746;93351;74219;66776;96883;83213
9;81967;85387;59884;95083;94163;90854;67108;84480;100869;80356;28879;87889;104415;67829;67518;93951;102422;99462;97927;87445;86897;63830;87678;80115;99865;101036;78687;80369;75409;80867
